"","sex","age","degree","income","income_vs_average","satisfaction","happy"
"1983","Male",74,"Bachelors",12,"Average","More of less satisfied","Very happy"
"1984","Female",78,"associate/junior college",9,"Far below average","Not satisfied","Not too happy"
"1985","Male",70,"associate/junior college",12,"Below average","Pretty satisfied","Pretty happy"
"1986","Male",78,"Less than high school",12,"Average","More of less satisfied","Very happy"
"1987","Female",65,"Less than high school",9,"Below average","Not satisfied","Not too happy"
"1988","Female",65,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"1989","Male",70,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"1990","Male",61,"Graduate",12,"Above average","Pretty satisfied","Very happy"
"1991","Male",70,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"1992","Female",30,"Less than high school",1,"Above average","Not satisfied","Not too happy"
"1993","Male",30,"Hight school",12,"Below average","Not satisfied","Very happy"
"1994","Female",66,"Bachelors",12,"Average","More of less satisfied","Not too happy"
"1995","Female",21,"Hight school",6,"Below average","Not satisfied","Very happy"
"1996","Female",65,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"1997","Female",67,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"1998","Female",81,"associate/junior college",1,"Average","More of less satisfied","Pretty happy"
"1999","Female",43,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"2000","Male",45,"Bachelors",10,"Below average","More of less satisfied","Very happy"
"2001","Female",42,"Hight school",10,"Far below average","Not satisfied","Not too happy"
"2002","Female",30,"Hight school",11,"Average","Pretty satisfied","Pretty happy"
"2003","Female",66,"Hight school",12,"Below average","Not satisfied","Not too happy"
"2004","Male",40,"associate/junior college",12,"Below average","Not satisfied","Pretty happy"
"2005","Female",70,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"2006","Female",79,"Bachelors",12,"Below average","More of less satisfied","Pretty happy"
"2007","Female",78,"Less than high school",12,"Far below average","More of less satisfied","Pretty happy"
"2008","Male",62,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2009","Female",53,"Hight school",12,"Average","More of less satisfied","Very happy"
"2010","Female",69,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2011","Female",56,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2012","Female",60,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2013","Male",66,"Hight school",11,"Average","More of less satisfied","Pretty happy"
"2014","Female",58,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2015","Female",62,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2016","Male",78,"associate/junior college",2,"Below average","Not satisfied","Not too happy"
"2017","Female",39,"Bachelors",12,"Above average","More of less satisfied","Not too happy"
"2018","Male",51,"associate/junior college",12,"Below average","More of less satisfied","Very happy"
"2019","Female",75,"Graduate",12,"Average","Pretty satisfied","Pretty happy"
"2020","Female",25,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2021","Female",60,"Graduate",1,"Far below average","Pretty satisfied","Pretty happy"
"2022","Female",44,"Graduate",2,"Far below average","More of less satisfied","Very happy"
"2023","Female",53,"Bachelors",12,"Average","More of less satisfied","Not too happy"
"2024","Female",34,"Hight school",10,"Below average","More of less satisfied","Pretty happy"
"2025","Female",54,"Less than high school",10,"Far below average","Pretty satisfied","Pretty happy"
"2026","Male",28,"Hight school",12,"Below average","Not satisfied","Not too happy"
"2027","Male",35,"associate/junior college",12,"Average","Not satisfied","Pretty happy"
"2028","Female",34,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2029","Female",72,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"2030","Female",42,"Bachelors",12,"Far below average","Not satisfied","Pretty happy"
"2031","Female",27,"Bachelors",12,"Below average","More of less satisfied","Not too happy"
"2032","Female",39,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"2033","Male",64,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"2034","Female",32,"Bachelors",1,"Average","More of less satisfied","Pretty happy"
"2035","Male",53,"associate/junior college",12,"Above average","Pretty satisfied","Pretty happy"
"2036","Female",55,"Bachelors",12,"Above average","Pretty satisfied","Not too happy"
"2037","Female",45,"Bachelors",11,"Far below average","More of less satisfied","Pretty happy"
"2038","Male",81,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"2039","Male",68,"Hight school",12,"Below average","More of less satisfied","Very happy"
"2040","Male",67,"associate/junior college",12,"Above average","Pretty satisfied","Pretty happy"
"2041","Male",24,"Bachelors",5,"Average","More of less satisfied","Very happy"
"2042","Female",70,"Graduate",12,"Above average","Pretty satisfied","Pretty happy"
"2043","Female",44,"Less than high school",12,"Far below average","Not satisfied","Not too happy"
"2044","Female",70,"Hight school",11,"Below average","More of less satisfied","Very happy"
"2045","Female",39,"Hight school",1,"Far below average","Not satisfied","Very happy"
"2046","Male",70,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"2047","Female",41,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"2048","Male",67,"Bachelors",12,"Average","Not satisfied","Not too happy"
"2049","Male",78,"Less than high school",12,"Above average","Pretty satisfied","Pretty happy"
"2050","Female",54,"Bachelors",12,"Average","Not satisfied","Pretty happy"
"2051","Male",71,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2052","Male",58,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2053","Male",67,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2054","Male",78,"Graduate",12,"Above average","Pretty satisfied","Pretty happy"
"2055","Female",41,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2056","Male",42,"Hight school",1,"Below average","More of less satisfied","Pretty happy"
"2057","Female",79,"associate/junior college",12,"Above average","Pretty satisfied","Pretty happy"
"2058","Female",59,"associate/junior college",10,"Average","More of less satisfied","Not too happy"
"2059","Female",60,"Bachelors",12,"Average","More of less satisfied","Very happy"
"2060","Male",71,"associate/junior college",12,"Average","Pretty satisfied","Pretty happy"
"2061","Male",76,"Graduate",12,"Average","Pretty satisfied","Pretty happy"
"2062","Male",29,"Graduate",12,"Above average","Pretty satisfied","Not too happy"
"2063","Male",31,"Graduate",12,"Above average","Pretty satisfied","Pretty happy"
"2064","Female",43,"Hight school",2,"Far below average","Not satisfied","Not too happy"
"2065","Female",75,"Hight school",12,"Average","Not satisfied","Not too happy"
"2066","Male",37,"associate/junior college",3,"Average","More of less satisfied","Pretty happy"
"2067","Female",61,"associate/junior college",12,"Average","Pretty satisfied","Pretty happy"
"2068","Male",66,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"2069","Female",48,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"2070","Male",35,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"2071","Female",57,"Hight school",1,"Average","More of less satisfied","Not too happy"
"2072","Female",58,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"2073","Female",41,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"2074","Male",74,"Hight school",12,"Average","More of less satisfied","Not too happy"
"2075","Female",53,"Hight school",9,"Below average","More of less satisfied","Pretty happy"
"2076","Female",64,"Bachelors",12,"Far below average","More of less satisfied","Pretty happy"
"2077","Male",67,"Graduate",12,"Average","Pretty satisfied","Very happy"
"2078","Female",85,"Hight school",10,"Average","Pretty satisfied","Pretty happy"
"2079","Female",58,"Hight school",11,"Average","Pretty satisfied","Pretty happy"
"2080","Male",66,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"2081","Male",62,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2082","Female",63,"Graduate",12,"Below average","Not satisfied","Very happy"
"2083","Male",47,"Less than high school",12,"Average","More of less satisfied","Very happy"
"2084","Male",63,"Graduate",12,"Below average","More of less satisfied","Very happy"
"2085","Female",48,"Bachelors",12,"Below average","Not satisfied","Pretty happy"
"2086","Female",33,"Graduate",12,"Above average","Pretty satisfied","Very happy"
"2087","Female",83,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"2088","Female",48,"Less than high school",11,"Below average","Not satisfied","Not too happy"
"2089","Male",62,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"2090","Female",75,"Bachelors",12,"Average","Pretty satisfied","Very happy"
"2091","Female",64,"Hight school",9,"Below average","Not satisfied","Not too happy"
"2092","Female",33,"Bachelors",12,"Average","Pretty satisfied","Pretty happy"
"2093","Female",58,"Hight school",11,"Below average","Not satisfied","Not too happy"
"2094","Female",73,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2095","Male",21,"Less than high school",2,"Far below average","Pretty satisfied","Very happy"
"2096","Female",45,"associate/junior college",9,"Far below average","Not satisfied","Pretty happy"
"2097","Male",72,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2098","Female",49,"Less than high school",12,"Average","Not satisfied","Not too happy"
"2099","Female",44,"Less than high school",12,"Below average","Not satisfied","Pretty happy"
"2100","Male",44,"Hight school",11,"Below average","Not satisfied","Not too happy"
"2101","Female",36,"Bachelors",12,"Below average","Not satisfied","Not too happy"
"2102","Female",40,"Hight school",12,"Average","Pretty satisfied","Not too happy"
"2103","Female",51,"Hight school",11,"Below average","Not satisfied","Not too happy"
"2104","Male",67,"Hight school",12,"Average","More of less satisfied","Very happy"
"2105","Male",63,"Less than high school",3,"Average","Pretty satisfied","Pretty happy"
"2106","Female",70,"Graduate",12,"Above average","Pretty satisfied","Very happy"
"2107","Female",55,"associate/junior college",12,"Below average","Not satisfied","Not too happy"
"2108","Male",59,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2109","Female",81,"Hight school",12,"Average","Not satisfied","Pretty happy"
"2110","Male",61,"associate/junior college",12,"Above average","Pretty satisfied","Pretty happy"
"2111","Female",35,"Graduate",12,"Average","Pretty satisfied","Pretty happy"
"2112","Male",34,"Graduate",12,"Above average","Pretty satisfied","Pretty happy"
"2113","Male",71,"Graduate",12,"Below average","Pretty satisfied","Not too happy"
"2114","Female",68,"Graduate",12,"Average","Not satisfied","Not too happy"
"2115","Female",73,"associate/junior college",12,"Average","Not satisfied","Pretty happy"
"2116","Female",49,"associate/junior college",10,"Below average","Not satisfied","Not too happy"
"2117","Male",35,"Hight school",12,"Far below average","Not satisfied","Not too happy"
"2118","Female",79,"Hight school",12,"Above average","Pretty satisfied","Not too happy"
"2119","Male",20,"Less than high school",12,"Average","Not satisfied","Not too happy"
"2120","Male",86,"Graduate",12,"Below average","More of less satisfied","Very happy"
"2121","Female",75,"Less than high school",11,"Average","More of less satisfied","Pretty happy"
"2122","Female",62,"Hight school",10,"Below average","More of less satisfied","Pretty happy"
"2123","Male",68,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"2124","Female",29,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"2125","Male",69,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2126","Male",55,"Hight school",11,"Far below average","Not satisfied","Pretty happy"
"2127","Female",24,"Hight school",12,"Average","More of less satisfied","Not too happy"
"2128","Female",48,"Graduate",12,"Average","More of less satisfied","Very happy"
"2129","Female",31,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"2130","Male",46,"Hight school",12,"Above average","More of less satisfied","Pretty happy"
"2131","Female",24,"Hight school",10,"Average","Pretty satisfied","Pretty happy"
"2132","Male",70,"Bachelors",12,"Average","Not satisfied","Pretty happy"
